0.4	1.483125
0.401	1.482959994
0.402	1.482796218
0.403	1.482633659
0.404	1.482472307
0.405	1.482312148
0.406	1.48215317
0.407	1.481995364
0.408	1.481838716
0.409	1.481683216
0.41	1.481528852
0.411	1.481375613
0.412	1.481223489
0.413	1.481072469
0.414	1.480922542
0.415	1.480773697
0.416	1.480625925
0.417	1.480479214
0.418	1.480333555
0.419	1.480188937
0.42	1.480045351
0.421	1.479902788
0.422	1.479761236
0.423	1.479620688
0.424	1.479481132
0.425	1.479342561
0.426	1.479204964
0.427	1.479068333
0.428	1.478932658
0.429	1.478797931
0.43	1.478664143
0.431	1.478531285
0.432	1.478399348
0.433	1.478268325
0.434	1.478138206
0.435	1.478008984
0.436	1.47788065
0.437	1.477753196
0.438	1.477626613
0.439	1.477500895
0.44	1.477376033
0.441	1.477252019
0.442	1.477128847
0.443	1.477006507
0.444	1.476884993
0.445	1.476764297
0.446	1.476644413
0.447	1.476525332
0.448	1.476407047
0.449	1.476289552
0.45	1.47617284
0.451	1.476056902
0.452	1.475941734
0.453	1.475827327
0.454	1.475713676
0.455	1.475600773
0.456	1.475488612
0.457	1.475377186
0.458	1.47526649
0.459	1.475156516
0.46	1.475047259
0.461	1.474938712
0.462	1.474830869
0.463	1.474723724
0.464	1.474617271
0.465	1.474511504
0.466	1.474406418
0.467	1.474302005
0.468	1.474198261
0.469	1.474095181
0.47	1.473992757
0.471	1.473890985
0.472	1.473789859
0.473	1.473689374
0.474	1.473589524
0.475	1.473490305
0.476	1.47339171
0.477	1.473293734
0.478	1.473196373
0.479	1.47309962
0.48	1.473003472
0.481	1.472907923
0.482	1.472812968
0.483	1.472718602
0.484	1.472624821
0.485	1.472531619
0.486	1.472438991
0.487	1.472346934
0.488	1.472255442
0.489	1.472164511
0.49	1.472074136
0.491	1.471984312
0.492	1.471895036
0.493	1.471806302
0.494	1.471718107
0.495	1.471630446
0.496	1.471543314
0.497	1.471456708
0.498	1.471370623
0.499	1.471285055
0.5	1.4712
0.501	1.471115454
0.502	1.471031412
0.503	1.470947871
0.504	1.470864827
0.505	1.470782276
0.506	1.470700214
0.507	1.470618637
0.508	1.470537541
0.509	1.470456923
0.51	1.470376778
0.511	1.470297104
0.512	1.470217896
0.513	1.47013915
0.514	1.470060864
0.515	1.469983033
0.516	1.469905655
0.517	1.469828725
0.518	1.46975224
0.519	1.469676197
0.52	1.469600592
0.521	1.469525422
0.522	1.469450683
0.523	1.469376373
0.524	1.469302488
0.525	1.469229025
0.526	1.46915598
0.527	1.469083351
0.528	1.469011134
0.529	1.468939326
0.53	1.468867925
0.531	1.468796926
0.532	1.468726327
0.533	1.468656125
0.534	1.468586318
0.535	1.468516901
0.536	1.468447873
0.537	1.468379229
0.538	1.468310969
0.539	1.468243087
0.54	1.468175583
0.541	1.468108453
0.542	1.468041693
0.543	1.467975303
0.544	1.467909278
0.545	1.467843616
0.546	1.467778314
0.547	1.467713371
0.548	1.467648783
0.549	1.467584547
0.55	1.467520661
0.551	1.467457123
0.552	1.46739393
0.553	1.467331079
0.554	1.467268569
0.555	1.467206396
0.556	1.467144558
0.557	1.467083053
0.558	1.467021878
0.559	1.466961031
0.56	1.46690051
0.561	1.466840313
0.562	1.466780436
0.563	1.466720878
0.564	1.466661637
0.565	1.46660271
0.566	1.466544095
0.567	1.46648579
0.568	1.466427792
0.569	1.4663701
0.57	1.466312712
0.571	1.466255624
0.572	1.466198836
0.573	1.466142345
0.574	1.466086149
0.575	1.466030246
0.576	1.465974633
0.577	1.46591931
0.578	1.465864274
0.579	1.465809522
0.58	1.465755054
0.581	1.465700866
0.582	1.465646957
0.583	1.465593326
0.584	1.46553997
0.585	1.465486887
0.586	1.465434076
0.587	1.465381535
0.588	1.465329261
0.589	1.465277253
0.59	1.46522551
0.591	1.465174029
0.592	1.465122809
0.593	1.465071847
0.594	1.465021143
0.595	1.464970694
0.596	1.464920499
0.597	1.464870556
0.598	1.464820863
0.599	1.464771419
0.6	1.464722222
